-0.4110788397776755,0.9115997956817675,0.0
-1.7562449939963867,0.956871736996465,1.0
2.746332878731703,1.207334137344437,2.0
-3.95543399031458,-0.5954342518398494,3.0
3.621618793833722,-3.447300003212714,4.0
2.9202831824617617,5.241368727177187,5.0
-6.012532371869139,3.584613574323691,6.0
-5.58683613718459,-5.726016239607461,7.0
3.5439717187001487,-8.27286313539959,8.0
9.936833988583798,-1.1221988608646098,9.0
7.3368060638017205,8.195808488621626,10.0
-1.6740714646322483,11.882654784655827,11.0
-10.501241286868531,7.663154144017187,12.0
-13.914347973777506,-1.546260154254074,13.0
-10.444124681763507,-10.76662712421018,14.0
-1.99177077128185,-15.875542485051252,15.0
7.871902696041308,-15.067619186323284,16.0
15.640602809205756,-8.909070869886769,17.0
18.995019720429504,0.43500094309577375,18.0
17.196906046039338,10.211093107189637,19.0
10.923838434920098,17.935154135043344,20.0
1.799014526415902,21.926320866341086,21.0
-8.159382572420377,21.504057199442215,22.0
-17.018873550184363,16.9221140252285,23.0
-23.268844071256854,9.141164892262623,24.0
-25.995844212729253,-0.4648480047403417,25.0
-24.917965901072822,-10.396873345048121,26.0
-20.31546943533307,-19.268671506412886,27.0
-12.898492046306542,-25.973619365259182,28.0
-3.6481930262668416,-29.777351924627176,29.0
6.340628058426879,-30.344627791829808,30.0
15.996626329574463,-27.714760436849623,31.0
24.37830110046435,-22.24181726961848,32.0
30.745998768377593,-14.51494263629462,33.0
34.60069855237315,-5.271779556070482,34.0
35.6938384225616,4.685071895293094,35.0
34.01406192791505,14.56171662833609,36.0
29.75727991669778,23.63269540190655,37.0
23.286185517620947,31.285037382732032,38.0
15.084628704709752,37.046645959398894,39.0
5.711279052310908,40.60026221081133,40.0
-4.244048907165151,41.7850218244958,41.0
-14.199049175865666,40.588015503364396,42.0
-23.611105172539325,37.128368029463495,43.0
-32.00230830682324,31.636249193528492,44.0
-38.97722883967357,24.42899162838529,45.0
-44.23380469016646,15.886173945673876,46.0
-47.56802602072125,6.425177078648222,47.0
-48.873286386275964,-3.5216299926387618,48.0
-48.135366619907266,-13.52724954922904,49.0
-45.42403681268581,-23.187429345224185,50.0
-40.882224405014256,-32.13477443048352,51.0
-34.71361975968948,-40.049526878350214,52.0
-27.16948908033152,-46.66710686461875,53.0
-18.535349833866853,-51.7826303555176,54.0
-9.118044984516926,-55.25270360498503,55.0
0.766363922511204,-56.9948478929304,56.0
10.803573739748204,-56.98493480254078,57.0
20.69067421280817,-55.253018022723744,58.0
30.14431381250479,-51.8779369749148,59.0
38.90734417082725,-46.981044790136316,60.0
46.753950938901426,-40.719382014008985,61.0
53.49332711221322,-33.27858101640984,62.0
58.97198171159555,-24.865746982691675,63.0
63.074803333975005,-15.702521593055529,64.0
65.72501577410559,-6.0184966140700435,65.0
66.88317297739789,3.9548922204620487,66.0
66.54534429283201,13.989894672528814,67.0
64.74063955912759,23.86733310353555,68.0
61.528218081103304,33.38080855467992,69.0
56.99391702483123,42.34021046436417,70.0
51.24662404498159,50.57453434281245,71.0
44.41450679821329,57.93402787543315,72.0
36.64119901646326,64.29169880035784,73.0
28.082029527024684,69.54422778091158,74.0
18.900367424930874,73.61233667805018,75.0
9.264143849366754,76.44066744042885,76.0
-0.6574012671237753,77.99722958909493,77.0
-10.696710345575408,78.27247528846178,78.0
-20.690610348234216,77.27806055678121,79.0
-30.482708396499,75.04534954821658,80.0
-39.92547139489164,71.62371628096164,81.0
-48.88198736586909,67.07869491249076,82.0
-57.227412301026334,61.49002586865889,83.0
-64.8501114518068,54.94964098780116,84.0
-71.65250817803076,47.55962648925279,85.0
-77.55165681396687,39.43019814062193,86.0
-82.47955857462077,30.6777185810109,87.0
-86.38324138678962,21.422782440935098,88.0
-89.22462576860868,11.788390749026467,89.0
-90.98019957433976,1.8982321810854286,90.0
-91.64052464199158,-8.124914974357248,91.0
-91.20959820010538,-18.160649662810368,92.0
-89.70409137209235,-28.092276360368277,93.0
-87.1524863223554,-37.80799026438266,94.0
-83.59413257316777,-47.20191732694394,95.0
-79.07824183470304,-56.17500928644536,96.0
-73.66283937700898,-64.63579577074127,97.0
-67.41368857140755,-72.50099718760616,98.0
-60.40320377389957,-79.69600349985416,99.0
